#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
234,Rangers,Glen Kamara,,,,,,,5.9,5.9,Passe,,,,,1.0,0.0,39.0,97.5,2.0,,,,,
235,Borussia Dortmund,Gregor Kobel,,,,,,,7.83,7.83,Passe,,,,,0.0,0.0,96.0,74.42,0.0,,,,,
236,Benfica,Henrique Araújo,,,,,,,7.8,7.8,Passe,,,,,0.0,0.0,5.0,83.33,2.0,,,,,
237,FC Bayern München,Lucas Hernández,,,,,,,7.75,7.75,Passe,,,,,0.0,0.0,118.0,88.06,0.0,,,,,
238,Atlético Madrid,Felipe,,,,,,,7.7,7.7,Passe,,,,,0.0,0.0,46.0,85.19,2.0,,,,,
239,FC Bayern München,Manuel Neuer,,,,,,,7.57,7.57,Passe,,,,,0.0,0.0,85.0,80.19,0.0,,,,,
240,Milan,Ciprian Tătărușanu,,,,,,,7.48,7.48,Passe,,,,,0.0,0.0,121.0,76.58,0.0,,,,,
241,Chelsea,Jorginho,,,,,,,7.47,7.47,Passe,,,,,0.0,0.0,334.0,93.3,7.0,,,,,
242,FC København,Kamil Grabara,,,,,,,7.43,7.43,Passe,,,,,0.0,0.0,62.0,57.94,0.0,,,,,
243,Club Brugge KV,Simon Mignolet,,,,,,,7.41,7.41,Passe,,,,,0.0,0.0,209.0,71.33,0.0,,,,,
244,Manchester City,Rúben Dias,,,,,,,7.41,7.41,Passe,,,,,0.0,0.0,907.0,95.07,2.0,,,,,
245,Inter,André Onana,,,,,,,7.41,7.41,Passe,,,,,0.0,0.0,346.0,74.89,0.0,,,,,
246,Celtic,Jota,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,70.0,78.65,9.0,,,,,
247,Tottenham Hotspur,Pape Matar Sarr,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,49.0,83.05,1.0,,,,,
248,Barcelona,Iñaki Peña,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,32.0,94.12,0.0,,,,,
249,Sevilla,Marko Dmitrović,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,43.0,64.18,0.0,,,,,
250,Real Madrid,Thibaut Courtois,,,,,,,7.34,7.34,Passe,,,,,0.0,0.0,224.0,74.92,0.0,,,,,
251,Napoli,Leo Østigård,,,,,,,7.33,7.33,Passe,,,,,0.0,0.0,174.0,88.78,1.0,,,,,
252,FC Bayern München,Sven Ulreich,,,,,,,7.33,7.33,Passe,,,,,0.0,0.0,88.0,86.27,0.0,,,,,
253,Milan,Malick Thiaw,,,,,,,7.33,7.33,Passe,,,,,0.0,0.0,145.0,85.29,1.0,,,,,
254,Atlético Madrid,Geoffrey Kondogbia,,,,,,,7.3,7.3,Passe,,,,,0.0,0.0,181.0,88.29,1.0,,,,,
255,Manchester City,Ederson,,,,,,,7.29,7.29,Passe,,,,,0.0,0.0,249.0,82.72,0.0,,,,,
256,Juventus,Adrien Rabiot,,,,,,,7.28,7.28,Passe,,,,,0.0,0.0,199.0,86.9,4.0,,,,,
257,FC Bayern München,Yann Sommer,,,,,,,7.28,7.28,Passe,,,,,0.0,0.0,113.0,83.7,0.0,,,,,
258,Shakhtar Donetsk,Anatoliy Trubin,,,,,,,7.27,7.27,Passe,,,,,0.0,0.0,175.0,74.79,0.0,,,,,
259,Borussia Dortmund,Mats Hummels,,,,,,,7.25,7.25,Passe,,,,,0.0,0.0,190.0,85.2,0.0,,,,,
260,Borussia Dortmund,Jude Bellingham,,,,,,,7.23,7.23,Passe,,,,,0.0,1.0,273.0,83.23,7.0,,,,,
261,FC Bayern München,Eric Maxim Choupo-Moting,,,,,,,7.23,7.23,Passe,,,,,0.0,0.0,75.0,77.32,5.0,,,,,
262,AFC Ajax,Mohammed Kudus,,,,,,,7.22,7.22,Passe,,,,,0.0,2.0,102.0,85.71,5.0,,,,,
263,Liverpool,Trent Alexander-Arnold,,,,,,,7.21,7.21,Passe,,,,,0.0,0.0,329.0,80.64,14.0,,,,,
264,Milan,Mike Maignan,,,,,,,7.21,7.21,Passe,,,,,0.0,0.0,184.0,81.06,0.0,,,,,
265,Napoli,Min-jae Kim,,,,,,,7.21,7.21,Passe,,,,,0.0,0.0,537.0,87.89,1.0,,,,,
266,Shakhtar Donetsk,Marian Shved,,,,,,,7.2,7.2,Passe,,,,,0.0,0.0,34.0,72.34,0.0,,,,,
267,Sevilla,Fernando,,,,,,,7.2,7.2,Passe,,,,,0.0,0.0,69.0,95.83,1.0,,,,,
268,Borussia Dortmund,Felix Passlack,,,,,,,7.2,7.2,Passe,,,,,0.0,0.0,48.0,82.76,0.0,,,,,
269,Chelsea,Enzo Fernández,,,,,,,7.19,7.19,Passe,,,,,0.0,1.0,521.0,88.61,6.0,,,,,
270,FC Bayern München,Matthijs de Ligt,,,,,,,7.17,7.17,Passe,,,,,0.0,0.0,439.0,93.01,0.0,,,,,
271,Liverpool,Luis Díaz,,,,,,,7.17,7.17,Passe,,,,,0.0,0.0,77.0,81.05,3.0,,,,,
272,Chelsea,Thiago Silva,,,,,,,7.16,7.16,Passe,,,,,0.0,0.0,387.0,89.58,0.0,,,,,
273,Bayer 04 Leverkusen,Robert Andrich,,,,,,,7.14,7.14,Passe,,,,,0.0,0.0,175.0,85.37,2.0,,,,,
274,Tottenham Hotspur,Pierre-Emile Højbjerg,,,,,,,7.13,7.13,Passe,,,,,0.0,2.0,390.0,89.45,5.0,,,,,
275,Eintracht Frankfurt,Kevin Trapp,,,,,,,7.13,7.13,Passe,,,,,0.0,0.0,113.0,58.55,0.0,,,,,
276,Napoli,Alex Meret,,,,,,,7.12,7.12,Passe,,,,,0.0,0.0,231.0,86.52,0.0,,,,,
277,Liverpool,Joël Matip,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,155.0,88.57,1.0,,,,,
278,Viktoria Plzeň,Jan Kliment,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,7.0,87.5,0.0,,,,,
279,Olympique de Marseille,Jordan Veretout,,,,,,,7.1,7.1,Passe,,,,,0.0,1.0,355.0,90.79,8.0,,,,,
280,FC Porto,Fábio Cardoso,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,188.0,88.68,1.0,,,,,
281,Juventus,Daniele Rugani,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,48.0,88.89,0.0,,,,,
282,Liverpool,Cody Gakpo,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,34.0,85.0,2.0,,,,,
283,Tottenham Hotspur,Fraser Forster,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,31.0,79.49,0.0,,,,,
284,Sevilla,Marcão,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,141.0,85.98,0.0,,,,,
285,Tottenham Hotspur,Hugo Lloris,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,122.0,83.56,0.0,,,,,
286,Chelsea,Kepa Arrizabalaga,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,150.0,67.57,0.0,,,,,
287,FC Porto,Wenderson Galeno,,,,,,,7.09,7.09,Passe,,,,,0.0,1.0,111.0,72.08,10.0,,,,,
288,Napoli,Amir Rrahmani,,,,,,,7.07,7.07,Passe,,,,,0.0,0.0,437.0,89.37,1.0,,,,,
289,Tottenham Hotspur,Rodrigo Bentancur,,,,,,,7.07,7.07,Passe,,,,,0.0,0.0,316.0,87.29,3.0,,,,,
290,Olympique de Marseille,Valentin Rongier,,,,,,,7.07,7.07,Passe,,,,,0.0,0.0,369.0,90.22,3.0,,,,,
291,Benfica,Chiquinho,,,,,,,7.06,7.06,Passe,,,,,0.0,1.0,249.0,90.88,5.0,,,,,
292,Manchester City,Rico Lewis,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,84.0,91.3,1.0,,,,,
293,Milan,Simon Kjær,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,237.0,86.18,3.0,,,,,
294,Juventus,Mattia Perin,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,35.0,79.55,0.0,,,,,
295,Club Brugge KV,Andreas Skov Olsen,,,,,,,7.04,7.04,Passe,,,,,0.0,1.0,58.0,75.32,8.0,,,,,
296,Atlético Madrid,Rodrigo de Paul,,,,,,,7.04,7.04,Passe,,,,,0.0,0.0,179.0,84.04,5.0,,,,,
297,Bayer 04 Leverkusen,Moussa Diaby,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,147.0,79.89,6.0,,,,,
298,Milan,Matteo Gabbia,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,94.0,89.52,0.0,,,,,
299,Barcelona,Andreas Christensen,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,216.0,94.74,1.0,,,,,
300,Juventus,Leandro Paredes,,,,,,,7.03,7.03,Passe,,,,,0.0,1.0,209.0,92.07,6.0,,,,,
301,FC Porto,Marko Grujić,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,124.0,87.32,4.0,,,,,
302,Maccabi Haifa,Daniel Sundgren,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,153.0,84.07,1.0,,,,,
303,Bayer 04 Leverkusen,Edmond Tapsoba,,,,,,,7.02,7.02,Passe,,,,,0.0,0.0,253.0,91.34,2.0,,,,,
304,Olympique de Marseille,Mattéo Guendouzi,,,,,,,7.02,7.02,Passe,,,,,0.0,0.0,217.0,88.57,5.0,,,,,
305,Borussia Dortmund,Niklas Süle,,,,,,,7.01,7.01,Passe,,,,,0.0,0.0,458.0,89.98,1.0,,,,,
306,Benfica,Rafa Silva,,,,,,,7.01,7.01,Passe,,,,,0.0,1.0,256.0,83.93,14.0,,,,,
307,Paris Saint-Germain,Sergio Ramos,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,503.0,93.67,0.0,,,,,
308,FC København,William Clem,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,66.0,89.19,0.0,,,,,
309,GNK Dinamo Zagreb,Josip Mišić,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,254.0,90.71,1.0,,,,,
310,Sporting,Luís Neto,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,34.0,94.44,0.0,,,,,
311,FC København,Zeca,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,65.0,92.86,0.0,,,,,
312,Manchester City,Stefan Ortega,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,44.0,95.65,0.0,,,,,
313,Atlético Madrid,Jan Oblak,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,57.0,63.33,0.0,,,,,
314,RB Leipzig,Janis Blaswich,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,195.0,82.28,0.0,,,,,
315,Olympique de Marseille,Leonardo Balerdi,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,322.0,88.22,0.0,,,,,
316,GNK Dinamo Zagreb,Dominik Livaković,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,146.0,64.6,0.0,,,,,
317,Club Brugge KV,Noa Lang,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,93.0,77.5,3.0,,,,,
318,Red Bull Salzburg,Oumar Solet,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,114.0,86.36,1.0,,,,,
319,Real Madrid,Nacho Fernández,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,255.0,90.43,5.0,,,,,
320,FC Bayern München,Dayot Upamecano,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,547.0,91.01,2.0,,,,,
321,Sporting,Nuno Santos,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,98.0,85.96,5.0,,,,,
322,FC Bayern München,Marcel Sabitzer,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,128.0,86.49,3.0,,,,,
323,Milan,Davide Calabria,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,213.0,81.92,2.0,,,,,
324,RB Leipzig,Dani Olmo,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,16.0,55.17,2.0,,,,,
325,Bayer 04 Leverkusen,Charles Aránguiz,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,144.0,94.74,3.0,,,,,
326,Liverpool,Ibrahima Konaté,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,105.0,76.64,1.0,,,,,
327,Manchester City,Kyle Walker,,,,,,,6.96,6.96,Passe,,,,,0.0,0.0,135.0,83.33,1.0,,,,,
328,Inter,Francesco Acerbi,,,,,,,6.96,6.96,Passe,,,,,0.0,0.0,489.0,87.79,1.0,,,,,
329,Real Madrid,Éder Militão,,,,,,,6.96,6.96,Passe,,,,,0.0,0.0,420.0,86.96,0.0,,,,,
330,Chelsea,Pierre-Emerick Aubameyang,,,,,,,6.95,6.95,Passe,,,,,0.0,2.0,78.0,80.41,6.0,,,,,
331,Sevilla,Isco,,,,,,,6.95,6.95,Passe,,,,,0.0,1.0,167.0,86.53,5.0,,,,,
332,Eintracht Frankfurt,Faride Alidou,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,27.0,87.1,3.0,,,,,
333,Chelsea,Denis Zakaria,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,42.0,95.45,1.0,,,,,
334,Sevilla,Ivan Rakitić,,,,,,,6.95,6.95,Passe,,,,,0.0,1.0,205.0,85.77,3.0,,,,,
335,Bayer 04 Leverkusen,Mitchel Bakker,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,155.0,82.01,4.0,,,,,
336,Inter,Milan Škriniar,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,304.0,92.12,4.0,,,,,
337,Red Bull Salzburg,Philipp Köhn,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,84.0,63.64,0.0,,,,,
338,Club Brugge KV,Brandon Mechele,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,402.0,87.01,0.0,,,,,
339,Inter,Henrikh Mkhitaryan,,,,,,,6.94,6.94,Passe,,,,,0.0,0.0,304.0,81.72,6.0,,,,,
340,Liverpool,Harvey Elliott,,,,,,,6.94,6.94,Passe,,,,,0.0,0.0,187.0,80.95,5.0,,,,,
341,Tottenham Hotspur,Emerson Royal,,,,,,,6.94,6.94,Passe,,,,,0.0,0.0,203.0,78.08,4.0,,,,,
342,GNK Dinamo Zagreb,Mislav Oršić,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,116.0,75.82,4.0,,,,,
343,Shakhtar Donetsk,Valeriy Bondar,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,317.0,92.15,0.0,,,,,
344,Liverpool,Darwin Núñez,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,60.0,69.77,1.0,,,,,
345,Paris Saint-Germain,Carlos Soler,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,61.0,89.71,3.0,,,,,
346,Borussia Dortmund,Nico Schlotterbeck,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,338.0,86.89,3.0,,,,,
347,Barcelona,Pedri,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,251.0,89.01,8.0,,,,,
348,FC Bayern München,Noussair Mazraoui,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,225.0,84.27,1.0,,,,,
349,Napoli,Stanislav Lobotka,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,580.0,92.21,6.0,,,,,
350,Olympique de Marseille,Eric Bailly,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,173.0,86.93,0.0,,,,,
351,Borussia Dortmund,Alexander Meyer,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,148.0,82.22,0.0,,,,,
352,Red Bull Salzburg,Strahinja Pavlović,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,153.0,70.18,2.0,,,,,
353,Paris Saint-Germain,Danilo Pereira,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,305.0,94.14,0.0,,,,,
354,Club Brugge KV,Kamal Sowah,,,,,,,6.91,6.91,Passe,,,,,0.0,0.0,166.0,78.3,6.0,,,,,
355,Benfica,Florentino Luís,,,,,,,6.91,6.91,Passe,,,,,0.0,0.0,490.0,88.93,1.0,,,,,
356,Milan,Pierre Kalulu,,,,,,,6.91,6.91,Passe,,,,,0.0,0.0,402.0,88.16,3.0,,,,,
357,AFC Ajax,Owen Wijndal,,,,,,,6.9,6.9,Passe,,,,,0.0,1.0,40.0,88.89,2.0,,,,,
358,Chelsea,Marc Cucurella,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,266.0,86.64,4.0,,,,,
359,FC København,Denis Vavro,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,132.0,84.08,0.0,,,,,
360,Borussia Dortmund,Emre Can,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,250.0,85.03,0.0,,,,,
361,Bayer 04 Leverkusen,Jonathan Tah,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,317.0,91.09,3.0,,,,,
362,GNK Dinamo Zagreb,Kévin Théophile-Catherine,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,31.0,77.5,0.0,,,,,
363,Real Madrid,Jesús Vallejo,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,16.0,94.12,0.0,,,,,
364,Shakhtar Donetsk,Mykola Matviyenko,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,393.0,88.71,0.0,,,,,
365,FC Porto,Mateus Uribe,,,,,,,6.89,6.89,Passe,,,,,0.0,0.0,260.0,82.8,8.0,,,,,
366,AFC Ajax,Edson Álvarez,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,312.0,85.71,2.0,,,,,
367,GNK Dinamo Zagreb,Josip Šutalo,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,256.0,86.78,0.0,,,,,
368,Juventus,Manuel Locatelli,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,169.0,89.89,1.0,,,,,
369,Bayer 04 Leverkusen,Odilon Kossounou,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,243.0,82.65,2.0,,,,,
370,FC Bayern München,Thomas Müller,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,130.0,81.25,6.0,,,,,
371,Barcelona,Frenkie de Jong,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,150.0,88.76,2.0,,,,,
372,Paris Saint-Germain,Gianluigi Donnarumma,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,157.0,79.7,0.0,,,,,
373,Real Madrid,Aurélien Tchouaméni,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,349.0,93.07,0.0,,,,,
374,Barcelona,Franck Kessié,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,158.0,88.76,2.0,,,,,
375,Sevilla,Gonzalo Montiel,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,101.0,82.79,4.0,,,,,
376,FC Porto,Zaidu Sanusi,,,,,,,6.86,6.86,Passe,,,,,0.0,0.0,180.0,76.6,2.0,,,,,
377,FC København,Hakon Arnar Haraldsson,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,79.0,82.29,1.0,,,,,
378,Benfica,Fredrik Aursnes,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,289.0,82.34,11.0,,,,,
379,Liverpool,Virgil van Dijk,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,438.0,86.9,2.0,,,,,
380,Tottenham Hotspur,Matt Doherty,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,28.0,84.85,0.0,,,,,
381,Atlético Madrid,Thomas Lemar,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,49.0,85.96,3.0,,,,,
382,FC Porto,Pepe,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,165.0,82.09,0.0,,,,,
383,Juventus,Nicolò Fagioli,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,66.0,95.65,3.0,,,,,
384,Napoli,Alessandro Zanoli,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,5.0,100.0,1.0,,,,,
385,Eintracht Frankfurt,Makoto Hasebe,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,125.0,81.7,0.0,,,,,
386,RB Leipzig,Xaver Schlager,,,,,,,6.84,6.84,Passe,,,,,0.0,0.0,316.0,88.76,2.0,,,,,
387,Chelsea,Wesley Fofana,,,,,,,6.84,6.84,Passe,,,,,0.0,0.0,187.0,89.47,2.0,,,,,
388,AFC Ajax,Francisco Conceição,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,11.0,91.67,0.0,,,,,
389,Atlético Madrid,Reinildo Mandava,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,314.0,89.71,2.0,,,,,
390,Tottenham Hotspur,Bryan Gil,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,13.0,76.47,2.0,,,,,
391,Club Brugge KV,Dedryck Boyata,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,66.0,83.54,0.0,,,,,
392,Sporting,Manuel Ugarte,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,199.0,85.04,1.0,,,,,
393,Bayer 04 Leverkusen,Lukáš Hrádecký,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,134.0,77.01,0.0,,,,,
394,Tottenham Hotspur,Eric Dier,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,416.0,90.43,1.0,,,,,
395,Tottenham Hotspur,Cristian Romero,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,382.0,89.67,1.0,,,,,
396,Club Brugge KV,Antonio Nusa,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,15.0,83.33,1.0,,,,,
397,Juventus,Alex Sandro,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,162.0,91.01,0.0,,,,,
398,Atlético Madrid,Saúl Ñíguez,,,,,,,6.82,6.82,Passe,,,,,0.0,0.0,98.0,81.67,2.0,,,,,
399,Chelsea,César Azpilicueta,,,,,,,6.82,6.82,Passe,,,,,0.0,0.0,237.0,89.1,4.0,,,,,
400,Paris Saint-Germain,Nuno Mendes,,,,,,,6.82,6.82,Passe,,,,,0.0,0.0,133.0,76.44,5.0,,,,,
401,Maccabi Haifa,Neta Lavi,,,,,,,6.82,6.82,Passe,,,,,0.0,0.0,229.0,84.5,7.0,,,,,
402,RB Leipzig,Willi Orbán,,,,,,,6.81,6.81,Passe,,,,,0.0,0.0,466.0,89.62,2.0,,,,,
403,Sevilla,Youssef En-Nesyri,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,19.0,73.08,1.0,,,,,
404,Red Bull Salzburg,Junior Adamu,,,,,,,6.8,6.8,Passe,,,,,0.0,1.0,22.0,51.16,2.0,,,,,
405,Borussia Dortmund,Thorgan Hazard,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,64.0,78.05,5.0,,,,,
406,FC København,Valdemar Lund,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,144.0,87.27,0.0,,,,,
407,FC København,Paul Mukairu,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,4.0,66.67,0.0,,,,,
408,Manchester City,Cole Palmer,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,53.0,89.83,0.0,,,,,
409,Barcelona,Sergio Busquets,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,138.0,83.13,0.0,,,,,
410,Tottenham Hotspur,Ryan Sessegnon,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,27.0,77.14,3.0,,,,,
411,Sporting,Sebastián Coates,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,178.0,88.12,0.0,,,,,
412,Juventus,Federico Chiesa,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,8.0,88.89,1.0,,,,,
413,Tottenham Hotspur,Japhet Tanganga,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,15.0,88.24,0.0,,,,,
414,Bayer 04 Leverkusen,Piero Hincapié,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,240.0,83.04,3.0,,,,,
415,Liverpool,Alex Oxlade-Chamberlain,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,8.0,80.0,0.0,,,,,
416,Sporting,Dário Essugo,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,7.0,77.78,0.0,,,,,
417,Celtic,Carl Starfelt,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,52.0,96.3,0.0,,,,,
418,FC Porto,André Franco,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,12.0,92.31,1.0,,,,,
419,Viktoria Plzeň,Marián Tvrdoň,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,24.0,55.81,0.0,,,,,
420,Sevilla,Adnan Januzaj,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,15.0,83.33,1.0,,,,,
421,Tottenham Hotspur,Oliver Skipp,,,,,,,6.8,6.8,Passe,,,,,0.0,0.0,106.0,88.33,2.0,,,,,
422,Chelsea,João Félix,,,,,,,6.79,6.79,Passe,,,,,0.0,0.0,141.0,81.98,6.0,,,,,
423,Milan,Alexis Saelemaekers,,,,,,,6.79,6.79,Passe,,,,,0.0,0.0,88.0,75.21,7.0,,,,,
424,FC Bayern München,Josip Stanišić,,,,,,,6.79,6.79,Passe,,,,,0.0,0.0,253.0,91.01,5.0,,,,,
425,Red Bull Salzburg,Noah Okafor,,,,,,,6.78,6.78,Passe,,,,,0.0,0.0,49.0,72.06,6.0,,,,,
426,Inter,Matteo Darmian,,,,,,,6.78,6.78,Passe,,,,,0.0,0.0,269.0,82.26,2.0,,,,,
427,FC København,Ísak Bergmann Jóhannesson,,,,,,,6.78,6.78,Passe,,,,,0.0,0.0,52.0,75.36,4.0,,,,,
428,Paris Saint-Germain,Vitinha,,,,,,,6.78,6.78,Passe,,,,,0.0,0.0,397.0,91.69,3.0,,,,,
429,Paris Saint-Germain,Marquinhos,,,,,,,6.78,6.78,Passe,,,,,0.0,0.0,377.0,92.63,2.0,,,,,
430,Manchester City,Aymeric Laporte,,,,,,,6.78,6.78,Passe,,,,,0.0,0.0,249.0,93.26,1.0,,,,,
431,Viktoria Plzeň,Tomáš Chorý,,,,,,,6.77,6.77,Passe,,,,,0.0,0.0,35.0,58.33,2.0,,,,,
432,Sevilla,Rafa Mir,,,,,,,6.77,6.77,Passe,,,,,0.0,0.0,21.0,61.76,0.0,,,,,
433,Juventus,Filip Kostić,,,,,,,6.77,6.77,Passe,,,,,0.0,1.0,152.0,77.95,12.0,,,,,
434,Sporting,Gonçalo Inácio,,,,,,,6.77,6.77,Passe,,,,,0.0,0.0,329.0,87.5,0.0,,,,,
435,Paris Saint-Germain,Pablo Sarabia,,,,,,,6.77,6.77,Passe,,,,,0.0,0.0,16.0,76.19,1.0,,,,,
436,Celtic,Callum McGregor,,,,,,,6.77,6.77,Passe,,,,,0.0,0.0,139.0,89.68,3.0,,,,,
437,Atlético Madrid,Stefan Savić,,,,,,,6.77,6.77,Passe,,,,,0.0,0.0,179.0,89.05,3.0,,,,,
438,Shakhtar Donetsk,Oleksandr Zubkov,,,,,,,6.76,6.76,Passe,,,,,0.0,0.0,79.0,77.45,2.0,,,,,
439,Club Brugge KV,Denis Odoi,,,,,,,6.76,6.76,Passe,,,,,0.0,0.0,225.0,79.51,1.0,,,,,
440,RB Leipzig,Emil Forsberg,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,131.0,89.12,4.0,,,,,
441,GNK Dinamo Zagreb,Arijan Ademi,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,122.0,82.99,3.0,,,,,
