#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
216,Manchester United,Anthony Martial,,,,,,,6.73,6.73,Passe,,,,,1.0,1.0,13.0,86.67,2.0,,,,,
217,Galatasaray,Angeliño,,,,,,,6.73,6.73,Passe,,,,,1.0,0.0,164.0,73.21,3.0,,,,,
218,RC Lens,Salis Abdul Samed,,,,,,,6.73,6.73,Passe,,,,,1.0,0.0,165.0,85.94,6.0,,,,,
219,FC København,Peter Ankersen,,,,,,,6.73,6.73,Passe,,,,,1.0,0.0,150.0,77.72,5.0,,,,,
220,Newcastle United,Alexander Isak,,,,,,,6.72,6.72,Passe,,,,,1.0,0.0,53.0,79.1,3.0,,,,,
221,FK Crvena zvezda,Mirko Ivanić,,,,,,,6.72,6.72,Passe,,,,,1.0,1.0,66.0,75.86,5.0,,,,,
222,1. FC Union Berlin,Lucas Tousart,,,,,,,6.72,6.72,Passe,,,,,1.0,1.0,41.0,64.06,2.0,,,,,
223,Royal Antwerp FC,Michel Ange Balikwisha,,,,,,,6.7,6.7,Passe,,,,,1.0,0.0,77.0,83.7,5.0,,,,,
224,RB Leipzig,Yussuf Poulsen,,,,,,,6.7,6.7,Passe,,,,,1.0,1.0,52.0,70.27,3.0,,,,,
225,FC København,Elias Achouri,,,,,,,6.7,6.7,Passe,,,,,1.0,1.0,123.0,74.1,5.0,,,,,
226,Barcelona,Pau Cubarsí,,,,,,,6.7,6.7,Passe,,,,,1.0,0.0,125.0,86.21,1.0,,,,,
227,Milan,Olivier Giroud,,,,,,,6.68,6.68,Passe,,,,,1.0,1.0,66.0,64.71,3.0,,,,,
228,Royal Antwerp FC,George Ilenikhena,,,,,,,6.67,6.67,Passe,,,,,1.0,0.0,12.0,75.0,3.0,,,,,
229,Inter,Denzel Dumfries,,,,,,,6.66,6.66,Passe,,,,,1.0,1.0,66.0,75.0,4.0,,,,,
230,Lazio,Valentín Castellanos,,,,,,,6.66,6.66,Passe,,,,,1.0,0.0,29.0,63.04,2.0,,,,,
231,Benfica,Casper Tengstedt,,,,,,,6.65,6.65,Passe,,,,,1.0,1.0,14.0,63.64,2.0,,,,,
232,Paris Saint-Germain,Gonçalo Ramos,,,,,,,6.64,6.64,Passe,,,,,1.0,0.0,58.0,86.57,4.0,,,,,
233,FK Crvena zvezda,Milan Rodić,,,,,,,6.63,6.63,Passe,,,,,1.0,0.0,97.0,71.85,3.0,,,,,
234,PSV Eindhoven,Mauro Júnior,,,,,,,6.63,6.63,Passe,,,,,1.0,0.0,70.0,82.35,2.0,,,,,
235,1. FC Union Berlin,Kevin Volland,,,,,,,6.62,6.62,Passe,,,,,1.0,0.0,27.0,60.0,3.0,,,,,
236,Barcelona,Oriol Romeu,,,,,,,6.61,6.61,Passe,,,,,1.0,0.0,217.0,90.04,1.0,,,,,
237,FC København,Orri Steinn Óskarsson,,,,,,,6.6,6.6,Passe,,,,,1.0,1.0,21.0,63.64,1.0,,,,,
238,Sevilla,Juanlu Sánchez,,,,,,,6.6,6.6,Passe,,,,,1.0,1.0,103.0,79.84,2.0,,,,,
239,Galatasaray,Barış Alper Yılmaz,,,,,,,6.6,6.6,Passe,,,,,1.0,1.0,27.0,79.41,1.0,,,,,
240,Sevilla,Erik Lamela,,,,,,,6.6,6.6,Passe,,,,,1.0,0.0,39.0,78.0,1.0,,,,,
241,1. FC Union Berlin,Rani Khedira,,,,,,,6.6,6.6,Passe,,,,,1.0,0.0,96.0,81.36,1.0,,,,,
242,Feyenoord,Luka Ivanušec,,,,,,,6.56,6.56,Passe,,,,,1.0,1.0,66.0,84.62,2.0,,,,,
243,Royal Antwerp FC,Jelle Bataille,,,,,,,6.48,6.48,Passe,,,,,1.0,1.0,168.0,77.78,5.0,,,,,
244,Sevilla,Marcos Acuña,,,,,,,6.3,6.3,Passe,,,,,1.0,1.0,49.0,73.13,1.0,,,,,
245,RB Leipzig,Willi Orbán,,,,,,,7.9,7.9,Passe,,,,,0.0,0.0,136.0,92.52,1.0,,,,,
246,Manchester City,Rodri,,,,,,,7.86,7.86,Passe,,,,,0.0,2.0,849.0,91.88,16.0,,,,,
247,Newcastle United,Nick Pope,,,,,,,7.7,7.7,Passe,,,,,0.0,0.0,63.0,63.0,0.0,,,,,
248,Borussia Dortmund,Alexander Meyer,,,,,,,7.6,7.6,Passe,,,,,0.0,0.0,38.0,84.44,0.0,,,,,
249,Real Madrid,Andriy Lunin,,,,,,,7.58,7.58,Passe,,,,,0.0,0.0,161.0,73.52,0.0,,,,,
250,Inter,Yann Sommer,,,,,,,7.54,7.54,Passe,,,,,0.0,0.0,238.0,82.64,0.0,,,,,
251,Borussia Dortmund,Gregor Kobel,,,,,,,7.54,7.54,Passe,,,,,0.0,0.0,339.0,79.95,0.0,,,,,
252,Red Bull Salzburg,Alexander Schlager,,,,,,,7.53,7.53,Passe,,,,,0.0,0.0,177.0,75.0,0.0,,,,,
253,Borussia Dortmund,Ramy Bensebaini,,,,,,,7.52,7.52,Passe,,,,,0.0,0.0,139.0,76.8,2.0,,,,,
254,Real Madrid,Thibaut Courtois,,,,,,,7.5,7.5,Passe,,,,,0.0,0.0,14.0,77.78,0.0,,,,,
255,Manchester United,Casemiro,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,75.0,78.95,1.0,,,,,
256,Real Madrid,Dani Ceballos,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,126.0,91.3,4.0,,,,,
257,Young Boys,Anthony Racioppi,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,122.0,66.3,0.0,,,,,
258,Shakhtar Donetsk,Dmytro Riznyk,,,,,,,7.4,7.4,Passe,,,,,0.0,0.0,137.0,75.69,0.0,,,,,
259,Benfica,João Neves,,,,,,,7.37,7.37,Passe,,,,,0.0,0.0,284.0,81.61,4.0,,,,,
260,Borussia Dortmund,Mats Hummels,,,,,,,7.35,7.35,Passe,,,,,0.0,1.0,614.0,86.72,3.0,,,,,
261,Sevilla,Ørjan Nyland,,,,,,,7.35,7.35,Passe,,,,,0.0,0.0,54.0,73.97,0.0,,,,,
262,Sporting Braga,Bruma,,,,,,,7.34,7.34,Passe,,,,,0.0,1.0,147.0,85.47,7.0,,,,,
263,Galatasaray,Cédric Bakambu,,,,,,,7.3,7.3,Passe,,,,,0.0,0.0,7.0,63.64,1.0,,,,,
264,Sporting Braga,André Castro,,,,,,,7.3,7.3,Passe,,,,,0.0,0.0,7.0,87.5,0.0,,,,,
265,Napoli,Alex Meret,,,,,,,7.29,7.29,Passe,,,,,0.0,0.0,197.0,87.17,0.0,,,,,
266,Milan,Mike Maignan,,,,,,,7.27,7.27,Passe,,,,,0.0,0.0,118.0,77.12,0.0,,,,,
267,Atlético Madrid,Jan Oblak,,,,,,,7.24,7.24,Passe,,,,,0.0,0.0,156.0,67.24,0.0,,,,,
268,Real Madrid,Joselu,,,,,,,7.23,7.23,Passe,,,,,0.0,0.0,61.0,76.25,4.0,,,,,
269,FC Porto,Pepe,,,,,,,7.23,7.23,Passe,,,,,0.0,0.0,400.0,86.39,2.0,,,,,
270,FC Porto,Stephen Eustaquio,,,,,,,7.23,7.23,Passe,,,,,0.0,0.0,227.0,86.64,7.0,,,,,
271,Arsenal,Declan Rice,,,,,,,7.22,7.22,Passe,,,,,0.0,1.0,527.0,89.32,7.0,,,,,
272,RB Leipzig,Kevin Kampl,,,,,,,7.2,7.2,Passe,,,,,0.0,2.0,180.0,92.31,7.0,,,,,
273,FC Bayern München,Dayot Upamecano,,,,,,,7.2,7.2,Passe,,,,,0.0,0.0,505.0,93.17,1.0,,,,,
274,Barcelona,Ferran Torres,,,,,,,7.19,7.19,Passe,,,,,0.0,1.0,111.0,77.62,7.0,,,,,
275,Shakhtar Donetsk,Danylo Sikan,,,,,,,7.18,7.18,Passe,,,,,0.0,0.0,74.0,75.51,6.0,,,,,
276,Manchester City,Rúben Dias,,,,,,,7.18,7.18,Passe,,,,,0.0,0.0,889.0,95.9,0.0,,,,,
277,Newcastle United,Dan Burn,,,,,,,7.18,7.18,Passe,,,,,0.0,0.0,65.0,69.89,0.0,,,,,
278,Napoli,Leo Østigård,,,,,,,7.17,7.17,Passe,,,,,0.0,0.0,78.0,84.78,2.0,,,,,
279,FK Crvena zvezda,Omri Glazer,,,,,,,7.17,7.17,Passe,,,,,0.0,0.0,120.0,74.53,0.0,,,,,
280,Arsenal,David Raya,,,,,,,7.17,7.17,Passe,,,,,0.0,0.0,186.0,73.23,0.0,,,,,
281,Sporting Braga,Mutassim Al-Musrati,,,,,,,7.16,7.16,Passe,,,,,0.0,0.0,260.0,89.04,2.0,,,,,
282,Manchester United,Rasmus Højlund,,,,,,,7.15,7.15,Passe,,,,,0.0,0.0,48.0,67.61,3.0,,,,,
283,Real Madrid,Nico Paz,,,,,,,7.15,7.15,Passe,,,,,0.0,0.0,22.0,91.67,0.0,,,,,
284,Milan,Ruben Loftus-Cheek,,,,,,,7.15,7.15,Passe,,,,,0.0,0.0,58.0,74.36,5.0,,,,,
285,FC Porto,David Carmo,,,,,,,7.15,7.15,Passe,,,,,0.0,0.0,229.0,88.42,0.0,,,,,
286,PSV Eindhoven,Luuk de Jong,,,,,,,7.14,7.14,Passe,,,,,0.0,0.0,100.0,65.36,7.0,,,,,
287,Real Madrid,Eduardo Camavinga,,,,,,,7.14,7.14,Passe,,,,,0.0,1.0,456.0,90.84,9.0,,,,,
288,Manchester United,Harry Maguire,,,,,,,7.13,7.13,Passe,,,,,0.0,0.0,189.0,85.52,0.0,,,,,
289,Benfica,João Mário,,,,,,,7.12,7.12,Passe,,,,,0.0,0.0,138.0,89.61,3.0,,,,,
290,Real Madrid,Daniel Carvajal,,,,,,,7.12,7.12,Passe,,,,,0.0,1.0,342.0,82.21,12.0,,,,,
291,Paris Saint-Germain,Nuno Mendes,,,,,,,7.12,7.12,Passe,,,,,0.0,0.0,251.0,87.76,6.0,,,,,
292,Feyenoord,Mats Wieffer,,,,,,,7.12,7.12,Passe,,,,,0.0,1.0,299.0,86.17,4.0,,,,,
293,Benfica,Anatoliy Trubin,,,,,,,7.12,7.12,Passe,,,,,0.0,0.0,131.0,76.61,0.0,,,,,
294,Milan,Fikayo Tomori,,,,,,,7.12,7.12,Passe,,,,,0.0,0.0,229.0,89.45,1.0,,,,,
295,Napoli,Amir Rrahmani,,,,,,,7.11,7.11,Passe,,,,,0.0,0.0,389.0,88.81,2.0,,,,,
296,Real Madrid,Federico Valverde,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,550.0,90.16,7.0,,,,,
297,Paris Saint-Germain,Milan Škriniar,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,466.0,93.57,2.0,,,,,
298,Celtic,Stephen Welsh,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,51.0,89.47,0.0,,,,,
299,1. FC Union Berlin,Frederik Rønnow,,,,,,,7.1,7.1,Passe,,,,,0.0,0.0,105.0,62.87,0.0,,,,,
300,Real Sociedad,Igor Zubeldia,,,,,,,7.09,7.09,Passe,,,,,0.0,0.0,373.0,86.95,1.0,,,,,
301,RC Lens,Brice Samba,,,,,,,7.08,7.08,Passe,,,,,0.0,0.0,129.0,70.49,0.0,,,,,
302,Sporting Braga,Matheus,,,,,,,7.08,7.08,Passe,,,,,0.0,0.0,134.0,72.04,0.0,,,,,
303,Lazio,Ivan Provedel,,,,,,,7.08,7.08,Passe,,,,,0.0,0.0,176.0,82.63,0.0,,,,,
304,FC Bayern München,Aleksandar Pavlović,,,,,,,7.07,7.07,Passe,,,,,0.0,0.0,170.0,93.92,0.0,,,,,
305,Benfica,Alexander Bah,,,,,,,7.07,7.07,Passe,,,,,0.0,0.0,98.0,75.38,2.0,,,,,
306,Lazio,Mattia Zaccagni,,,,,,,7.07,7.07,Passe,,,,,0.0,0.0,136.0,80.0,3.0,,,,,
307,RB Leipzig,Loïs Openda,,,,,,,7.06,7.06,Passe,,,,,0.0,0.0,68.0,71.58,4.0,,,,,
308,Real Sociedad,Álex Remiro,,,,,,,7.06,7.06,Passe,,,,,0.0,0.0,155.0,61.75,0.0,,,,,
309,Sporting Braga,João Moutinho,,,,,,,7.06,7.06,Passe,,,,,0.0,0.0,250.0,93.28,4.0,,,,,
310,Inter,Benjamin Pavard,,,,,,,7.06,7.06,Passe,,,,,0.0,0.0,311.0,87.85,3.0,,,,,
311,FC København,Diogo Gonçalves,,,,,,,7.06,7.06,Passe,,,,,0.0,1.0,157.0,84.41,6.0,,,,,
312,FC Porto,Pepê,,,,,,,7.06,7.06,Passe,,,,,0.0,2.0,155.0,76.73,12.0,,,,,
313,FC København,Magnus Mattsson,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,13.0,65.0,1.0,,,,,
314,FC Bayern München,Sacha Boey,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,232.0,79.73,6.0,,,,,
315,Manchester City,Micah Hamilton,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,30.0,90.91,1.0,,,,,
316,Newcastle United,Jacob Murphy,,,,,,,7.05,7.05,Passe,,,,,0.0,1.0,18.0,85.71,1.0,,,,,
317,Sevilla,Fernando,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,111.0,89.52,3.0,,,,,
318,Lazio,Mario Gila Fuentes,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,201.0,91.36,0.0,,,,,
319,FC København,Denis Vavro,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,316.0,82.94,0.0,,,,,
320,FC København,Kevin Diks,,,,,,,7.05,7.05,Passe,,,,,0.0,0.0,340.0,90.91,7.0,,,,,
321,FC Porto,Wendell,,,,,,,7.04,7.04,Passe,,,,,0.0,0.0,131.0,85.06,1.0,,,,,
322,Barcelona,Marc-André ter Stegen,,,,,,,7.04,7.04,Passe,,,,,0.0,0.0,207.0,78.71,0.0,,,,,
323,FC København,Kamil Grabara,,,,,,,7.04,7.04,Passe,,,,,0.0,0.0,157.0,63.56,0.0,,,,,
324,Atlético Madrid,Memphis Depay,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,42.0,85.71,2.0,,,,,
325,Benfica,Tomás Araújo,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,66.0,78.57,1.0,,,,,
326,Inter,Stefan de Vrij,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,395.0,93.6,1.0,,,,,
327,Paris Saint-Germain,Gianluigi Donnarumma,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,261.0,84.47,0.0,,,,,
328,Real Madrid,Kepa Arrizabalaga,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,102.0,87.93,0.0,,,,,
329,Real Sociedad,Martín Zubimendi,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,387.0,87.76,5.0,,,,,
330,Royal Antwerp FC,Chidera Ejuke,,,,,,,7.03,7.03,Passe,,,,,0.0,0.0,71.0,92.21,4.0,,,,,
331,FC Bayern München,Manuel Neuer,,,,,,,7.02,7.02,Passe,,,,,0.0,0.0,264.0,84.62,0.0,,,,,
332,Newcastle United,Fabian Schär,,,,,,,7.02,7.02,Passe,,,,,0.0,0.0,247.0,86.97,0.0,,,,,
333,Celtic,Joe Hart,,,,,,,7.02,7.02,Passe,,,,,0.0,0.0,188.0,90.38,0.0,,,,,
334,Barcelona,Andreas Christensen,,,,,,,7.01,7.01,Passe,,,,,0.0,0.0,320.0,94.4,2.0,,,,,
335,Shakhtar Donetsk,Georgiy Sudakov,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,229.0,81.79,10.0,,,,,
336,1. FC Union Berlin,David Datro Fofana,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,24.0,72.73,5.0,,,,,
337,Barcelona,Gavi,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,115.0,92.74,2.0,,,,,
338,Manchester City,Oscar Bobb,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,85.0,87.63,4.0,,,,,
339,Feyenoord,Ramiz Zerrouki,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,194.0,86.61,3.0,,,,,
340,FC Bayern München,Noussair Mazraoui,,,,,,,7.0,7.0,Passe,,,,,0.0,1.0,330.0,87.53,7.0,,,,,
341,Arsenal,Aaron Ramsdale,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,29.0,82.86,0.0,,,,,
342,Newcastle United,Sven Botman,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,41.0,87.23,0.0,,,,,
343,Barcelona,Iñaki Peña,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,57.0,87.69,0.0,,,,,
344,RB Leipzig,Christopher Lenz,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,38.0,76.0,0.0,,,,,
345,Paris Saint-Germain,Lucas Beraldo,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,295.0,88.32,1.0,,,,,
346,Arsenal,Gabriel Magalhães,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,640.0,90.91,0.0,,,,,
347,Lazio,Patric,,,,,,,7.0,7.0,Passe,,,,,0.0,0.0,264.0,86.27,2.0,,,,,
348,PSV Eindhoven,Olivier Boscagli,,,,,,,6.99,6.99,Passe,,,,,0.0,0.0,355.0,81.24,1.0,,,,,
349,Royal Antwerp FC,Toby Alderweireld,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,262.0,82.65,3.0,,,,,
350,Lazio,Ciro Immobile,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,91.0,79.13,7.0,,,,,
351,Feyenoord,Yankuba Minteh,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,35.0,72.92,3.0,,,,,
352,Real Madrid,Aurélien Tchouaméni,,,,,,,6.98,6.98,Passe,,,,,0.0,0.0,383.0,92.96,4.0,,,,,
353,RC Lens,Angelo Fulgini,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,86.0,76.79,7.0,,,,,
354,Red Bull Salzburg,Luka Sučić,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,125.0,75.76,6.0,,,,,
355,Galatasaray,Lucas Torreira,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,271.0,87.14,5.0,,,,,
356,Milan,Yacine Adli,,,,,,,6.97,6.97,Passe,,,,,0.0,0.0,67.0,85.9,2.0,,,,,
357,FC Bayern München,Eric Dier,,,,,,,6.96,6.96,Passe,,,,,0.0,0.0,358.0,90.18,0.0,,,,,
358,RC Lens,Deiver Machado,,,,,,,6.96,6.96,Passe,,,,,0.0,0.0,82.0,77.36,2.0,,,,,
359,PSV Eindhoven,Yorbe Vertessen,,,,,,,6.95,6.95,Passe,,,,,0.0,1.0,36.0,75.0,2.0,,,,,
360,Young Boys,Ebrima Colley,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,19.0,57.58,0.0,,,,,
361,Benfica,Arthur Cabral,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,20.0,74.07,2.0,,,,,
362,Barcelona,Ronald Araújo,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,370.0,86.65,6.0,,,,,
363,Manchester City,Mateo Kovačić,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,324.0,92.31,6.0,,,,,
364,FK Crvena zvezda,Guélor Kanga,,,,,,,6.95,6.95,Passe,,,,,0.0,0.0,73.0,82.02,0.0,,,,,
365,Arsenal,Jorginho,,,,,,,6.94,6.94,Passe,,,,,0.0,0.0,301.0,88.79,6.0,,,,,
366,1. FC Union Berlin,Kevin Behrens,,,,,,,6.94,6.94,Passe,,,,,0.0,0.0,40.0,64.52,1.0,,,,,
367,Milan,Malick Thiaw,,,,,,,6.94,6.94,Passe,,,,,0.0,0.0,146.0,90.68,0.0,,,,,
368,FC Porto,Diogo Costa,,,,,,,6.94,6.94,Passe,,,,,0.0,0.0,248.0,73.59,0.0,,,,,
369,Feyenoord,Dávid Hancko,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,513.0,91.44,1.0,,,,,
370,Shakhtar Donetsk,Taras Stepanenko,,,,,,,6.93,6.93,Passe,,,,,0.0,1.0,194.0,85.46,2.0,,,,,
371,RC Lens,Jonathan Gradit,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,205.0,79.15,2.0,,,,,
372,Milan,Tijjani Reijnders,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,179.0,89.5,6.0,,,,,
373,Red Bull Salzburg,Andreas Ulmer,,,,,,,6.93,6.93,Passe,,,,,0.0,0.0,54.0,76.06,3.0,,,,,
374,Newcastle United,Sean Longstaff,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,113.0,82.48,3.0,,,,,
375,Atlético Madrid,Axel Witsel,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,536.0,95.2,1.0,,,,,
376,Sevilla,Youssef En-Nesyri,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,43.0,65.15,0.0,,,,,
377,PSV Eindhoven,André Ramalho,,,,,,,6.92,6.92,Passe,,,,,0.0,0.0,258.0,88.97,1.0,,,,,
378,PSV Eindhoven,Jerdy Schouten,,,,,,,6.91,6.91,Passe,,,,,0.0,0.0,332.0,90.71,8.0,,,,,
379,FC Bayern München,Alphonso Davies,,,,,,,6.91,6.91,Passe,,,,,0.0,0.0,360.0,87.17,7.0,,,,,
380,Atlético Madrid,Álvaro Morata,,,,,,,6.91,6.91,Passe,,,,,0.0,1.0,114.0,74.03,3.0,,,,,
381,Inter,Alexis Sánchez,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,67.0,75.28,10.0,,,,,
382,Barcelona,Marc Guiu,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,1.0,33.33,0.0,,,,,
383,Shakhtar Donetsk,Eguinaldo,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
384,FC Bayern München,Bouna Sarr,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,7.0,100.0,0.0,,,,,
385,Milan,Marco Sportiello,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,4.0,80.0,0.0,,,,,
386,Real Sociedad,Kieran Tierney,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,23.0,82.14,1.0,,,,,
387,Barcelona,Frenkie de Jong,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,243.0,91.35,2.0,,,,,
388,FK Crvena zvezda,Aleksandar Dragović,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,231.0,90.23,2.0,,,,,
389,Real Sociedad,André Silva,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,20.0,74.07,2.0,,,,,
390,FC Bayern München,Min-jae Kim,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,559.0,93.01,2.0,,,,,
391,Celtic,Reo Hatate,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,50.0,72.46,3.0,,,,,
392,PSV Eindhoven,Armando Obispo,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,60.0,86.96,0.0,,,,,
393,Young Boys,Fabian Lustenberger,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,50.0,86.21,0.0,,,,,
394,Celtic,Michael Johnston,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,25.0,83.33,3.0,,,,,
395,FC Porto,Iván Jaime,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,27.0,87.1,2.0,,,,,
396,Feyenoord,Javairô Dilrosun,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,5.0,71.43,1.0,,,,,
397,Red Bull Salzburg,Strahinja Pavlović,,,,,,,6.9,6.9,Passe,,,,,0.0,0.0,257.0,81.59,2.0,,,,,
398,Real Sociedad,Beñat Turrientes,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,72.0,81.82,4.0,,,,,
399,Galatasaray,Abdülkerim Bardakcı,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,316.0,81.65,0.0,,,,,
400,Feyenoord,Quilindschy Hartman,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,286.0,81.25,8.0,,,,,
401,Borussia Dortmund,Marius Wolf,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,50.0,67.57,3.0,,,,,
402,Red Bull Salzburg,Amar Dedić,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,163.0,80.3,1.0,,,,,
403,Sporting Braga,Álvaro Djaló,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,68.0,78.16,7.0,,,,,
404,Arsenal,Reiss Nelson,,,,,,,6.88,6.88,Passe,,,,,0.0,2.0,83.0,96.51,6.0,,,,,
405,Young Boys,Loris Benito,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,214.0,88.07,0.0,,,,,
406,Real Madrid,Nacho Fernández,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,625.0,94.7,2.0,,,,,
407,Feyenoord,Gernot Trauner,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,286.0,94.39,3.0,,,,,
408,Red Bull Salzburg,Nicolás Capaldo,,,,,,,6.88,6.88,Passe,,,,,0.0,0.0,46.0,71.88,3.0,,,,,
409,Manchester United,André Onana,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,142.0,69.95,0.0,,,,,
410,Galatasaray,Fernando Muslera,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,168.0,78.87,0.0,,,,,
411,Feyenoord,Lutsharel Geertruida,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,399.0,92.79,1.0,,,,,
412,Arsenal,Emile Smith Rowe,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,34.0,87.18,2.0,,,,,
413,Barcelona,Alejandro Balde,,,,,,,6.87,6.87,Passe,,,,,0.0,0.0,190.0,89.2,2.0,,,,,
414,Lazio,Pedro,,,,,,,6.86,6.86,Passe,,,,,0.0,0.0,80.0,91.95,3.0,,,,,
415,Benfica,Morato,,,,,,,6.86,6.86,Passe,,,,,0.0,0.0,215.0,80.22,2.0,,,,,
416,Barcelona,Fermín López,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,113.0,84.33,10.0,,,,,
417,Galatasaray,Wilfried Zaha,,,,,,,6.85,6.85,Passe,,,,,0.0,1.0,71.0,77.17,5.0,,,,,
418,Young Boys,Cédric Itten,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,30.0,63.83,1.0,,,,,
419,Lazio,Matías Vecino,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,213.0,86.94,2.0,,,,,
420,FC Porto,Otávio,,,,,,,6.85,6.85,Passe,,,,,0.0,1.0,72.0,70.59,1.0,,,,,
421,Sevilla,Jesús Navas,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,65.0,73.86,2.0,,,,,
422,Borussia Dortmund,Niklas Süle,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,115.0,82.73,2.0,,,,,
423,Inter,Juan Cuadrado,,,,,,,6.85,6.85,Passe,,,,,0.0,0.0,35.0,89.74,2.0,,,,,
424,PSV Eindhoven,Ricardo Pepi,,,,,,,6.84,6.84,Passe,,,,,0.0,1.0,30.0,81.08,2.0,,,,,
425,Young Boys,Mohamed Camara,,,,,,,6.84,6.84,Passe,,,,,0.0,1.0,171.0,80.66,2.0,,,,,
426,FC København,Nicolai Boilesen,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,52.0,86.67,0.0,,,,,
427,Paris Saint-Germain,Marco Asensio,,,,,,,6.83,6.83,Passe,,,,,0.0,0.0,50.0,86.21,3.0,,,,,
